genderpolicy_Response,gender,genderpolicy_2__Response,ResponseId
Approve,m,Change my behavior causing me to cite more women,918
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,249
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,655
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,519
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,952
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,277
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,913
Approve,f,Change my behavior causing me to cite more women,1476
Approve,m,Change my behavior causing me to cite more women,109
Approve,f,Change my behavior causing me to cite more women,976
Don't know,f,Change my behavior causing me to cite more women,53
Don't know,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1574
Approve,m,Change my behavior causing me to cite more women,282
Don't know,m,Change my behavior causing me to cite more women,1704
Approve,m,Change my behavior causing me to cite more women,426
Approve,f,Change my behavior causing me to cite more women,1138
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1620
Approve,m,Change my behavior causing me to cite more women,393
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,348
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1589
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,106
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,541
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1443
Approve,f,Change my behavior causing me to cite more women,1342
