treatment,standardized,gender,Subfield,Rank,resp_gender,age,paradigm,contact_group,sample,ResponseId
rank_control,Kenneth Waltz,m,International/Global Security,Other,NA,42,Constructivism,Denmark 2017,International,253
rank_control,Robert O. Keohane,m,Development studies,Assistant Professor,m,NA,Constructivism,Hong Kong 2017,International,384
rank_control,Kristian Skrede Gleditsch,m,Other,Full Professor,m,55,Non-paradigmatic,United Kingdom 2017,International,257
rank_control,Robert O. Keohane,m,International/Global Security,Assistant Professor,m,39,Non-paradigmatic,United Kingdom 2017,International,52
rank_control,Norrin M. Ripsman,m,International Relations of a particular region/country,Associate Professor,m,NA,Realism,Australia 2017,International,421
rank_control,Roger MacGinty,m,Development studies,Associate Professor,m,60,Constructivism,Australia 2017,International,78
rank_control,Cynthia Enloe,f,Human Rights,Associate Professor,m,46,Other,Australia 2017,International,91
rank_control,Alexander Wendt,m,Other,Associate Professor,f,59,Constructivism,Australia 2017,International,454
rank_control,Slavoj Zizek,m,International Relations Theory,Other,m,NA,Other,Philippines 2017,International,121
rank_control,Kenneth Waltz,m,International/Global Security,Associate Professor,m,40,Other,Australia 2017,International,488
rank_control,Kathleen Thelen,f,International/Global Environmental Politics,Other,NA,NA,Liberalism,Norway 2017,International,200
rank_control,Alexander Wendt,m,Human Security,Associate Professor,m,NA,Constructivism,Sweden 2017,International,503
rank_control,Patrick T. Jackson,m,International/Global Security,Other,m,49,Constructivism,Norway 2017,International,220
rank_control,Martha Finnemore,f,International/Global Political Economy,Full Professor,m,44,Other,Australia 2017,International,281
rank_control,David Andrew Welch,m,International/Global Security,Full Professor,m,63,Liberalism,New Zealand 2017,International,337
rank_control,Robert O. Keohane,m,International Organization(s),Assistant Professor,m,42,Constructivism,Australia 2017,International,58
rank_control,Stuart Hall,m,European Studies/European Integration,Full Professor,NA,NA,Other,Denmark 2017,International,309
rank_control,Ole Waever,NA,Other,Associate Professor,NA,44,Constructivism,Sweden 2017,International,119
rank_control,Ole Waever,NA,International/Global Security,Full Professor,m,NA,Non-paradigmatic,United Kingdom 2017,International,335
rank_control,Frantz Fanon,m,Human Rights,Associate Professor,f,45,Non-paradigmatic,United Kingdom 2017,International,43
rank_control,Phil Williams,m,International/Global Security,Full Professor,m,NA,Liberalism,United Kingdom 2017,International,16
rank_control,Michael N. Barnett,m,International Relations of a particular region/country,Assistant Professor,f,NA,Non-paradigmatic,United Kingdom 2017,International,385
rank_control,G. John Ikenberry,m,International Relations Theory,Assistant Professor,m,43,Realism,Singapore 2017,International,45
rank_control,Andrew Moravcsik,m,European Studies/European Integration,Full Professor,m,49,Liberalism,United Kingdom 2017,International,259
rank_control,Kenneth Waltz,m,International/Global Security,Assistant Professor,NA,NA,Non-paradigmatic,United Kingdom 2017,International,260
rank_control,Joseph S. Nye Jr.,m,Development studies,Associate Professor,NA,NA,Constructivism,Sweden 2017,International,567
rank_control,Joseph S. Nye Jr.,m,European Studies/European Integration,Other,m,49,Other,United Kingdom 2017,International,114
rank_control,Barry Buzan,m,International Relations of a particular region/country,Emeritus,f,61,Constructivism,United Kingdom 2017,International,60
rank_control,Séverine Autesserre,f,International/Global Security,Other,f,NA,Non-paradigmatic,Sweden 2017,International,181
rank_control,Amitav Acharya,m,${e://Field/CountryAdj} Foreign Policy,Associate Professor,m,34,Constructivism,Australia 2017,International,146
rank_control,John J. Mearsheimer,m,European Studies/European Integration,Associate Professor,m,49,Realism,Australia 2017,International,372
rank_control,John J. Mearsheimer,m,European Studies/European Integration,Associate Professor,m,49,Realism,Australia 2017,International,372
rank_control,Ole Wæver,m,Human Security,Other,NA,37,Non-paradigmatic,Denmark 2017,International,378
rank_control,Barry Buzan,m,International Law,Other,f,NA,Other,Netherlands 2017,International,24
rank_control,Joseph S. Nye Jr.,m,International/Global Political Economy,Assistant Professor,m,43,Constructivism,United Kingdom 2017,International,246
rank_control,Alexander Wendt,m,International/Global Political Economy,Assistant Professor,f,NA,Non-paradigmatic,Netherlands 2017,International,223
rank_control,Ken Booth,m,International/Global Environmental Politics,Full Professor,m,51,Other,Australia 2017,International,28
rank_control,Tariq Ali,m,Gender in IR,Associate Professor,f,55,Other,Australia 2017,International,465
rank_control,Ole R. Holsti,m,${e://Field/CountryAdj} Foreign Policy,NA,f,75,Non-paradigmatic,Brazil 2017,International,126
rank_control,G. John Ikenberry,m,International Organization(s),NA,m,NA,Non-paradigmatic,Brazil 2017,International,112
rank_control,Christian Reus-Smit,m,International Relations of a particular region/country,NA,NA,NA,Other,Chile 2017,International,431
rank_control,Manuel Palazuelos,NA,International/Global Political Economy,NA,m,68,Non-paradigmatic,Mexico 2017,International,104
rank_control,Kristian Skrede Gleditsch,m,International/Global Security,NA,m,NA,Non-paradigmatic,Mexico 2017,International,125
rank_control,Martha Finnemore,f,Other,NA,m,47,Constructivism,Colombia 2017,International,202
rank_control,Charles A. Kupchan,m,International Relations of a particular region/country,NA,NA,68,Non-paradigmatic,Chile 2017,International,466
rank_control,Samuel P. Huntington,m,International/Global Political Economy,NA,m,37,Realism,Argentina 2017,International,517
rank_control,Alexander Wendt,m,International Relations Theory,NA,f,42,Realism,Mexico 2017,International,342
rank_control,Guillaume Devin,m,NA,NA,NA,NA,NA,NA,International,379
rank_control,J. Ann Tickner,f,Other,Associate Professor,m,43,Constructivism,Canada 2017,International,375
rank_control,Alexander Wendt,m,International Organization(s),Associate Professor,f,43,Non-paradigmatic,Canada 2017,International,333
rank_control,John Agnew,m,International Relations Theory,Associate Professor,m,54,Other,Canada 2017,International,261
rank_control,Robert O. Keohane,m,Gender in IR,Assistant Professor,f,44,Other,Canada 2017,International,296
rank_control,Hans Küng,m,Other,Assistant Professor,m,NA,Other,Canada 2017,International,336
rank_control,Martha Finnemore,f,International/Global Security,Full Professor,f,55,Other,Canada 2017,International,266
rank_control,Martha Finnemore,f,Religion in IR,Associate Professor,m,45,Constructivism,Canada 2017,International,314
rank_control,Michael N. Barnett,m,International/Global Ethics,Full Professor,m,53,Constructivism,Canada 2017,International,371
rank_control,Sandra L. Whitworth,f,European Studies/European Integration,Associate Professor,m,44,Non-paradigmatic,Canada 2017,International,271
rank_control,Richard N. Haass,m,International/Global Security,Other,f,56,Realism,Canada 2017,International,77
rank_control,John G. Ruggie,m,${e://Field/CountryAdj} Foreign Policy,Full Professor,m,65,Other,Canada 2017,International,229
rank_control,Martha Finnemore,f,International/Global Security,Assistant Professor,m,33,Realism,Canada 2017,International,3
rank_control,Emanuel Adler,m,International/Global Security,Full Professor,m,57,Non-paradigmatic,Canada 2017,International,322
rank_control,Robbie Shilliam,m,History of the international relations discipline,Full Professor,m,53,Non-paradigmatic,Canada 2017,International,234
rank_control,Antonio Gramsci,m,International/Global Political Economy,Full Professor,m,56,Other,Canada 2017,International,209
rank_control,Joseph S. Nye Jr.,m,International/Global Security,Assistant Professor,m,NA,Realism,Canada 2017,International,403
rank_control,Kathryn A. Sikkink,f,Human Rights,Assistant Professor,f,NA,Constructivism,Canada 2017,International,509
rank_control,Alexander Wendt,m,International Relations Theory,Associate Professor,m,NA,Other,Canada 2017,International,233
rank_control,John J. Mearsheimer,m,International/Global Security,Full Professor,m,61,Non-paradigmatic,Canada 2017,International,127
rank_control,John J. Mearsheimer,m,International/Global Security,Full Professor,m,61,Non-paradigmatic,Canada 2017,International,127
rank_control,John G. Ruggie,m,International/Global Environmental Politics,Associate Professor,m,44,Constructivism,Canada 2017,International,293
rank_control,James Fearon,m,International/Global History,Assistant Professor,m,44,Constructivism,Canada 2017,International,367
rank_control,Alexander Wendt,m,International/Global Security,Full Professor,m,70,Constructivism,Canada 2017,International,525
rank_control,Martha Finnemore,f,International/Global Security,Associate Professor,f,46,Other,Canada 2017,International,173
rank_control,Alexander Wendt,m,European Studies/European Integration,Full Professor,f,48,Constructivism,Canada 2017,International,210
rank_control,G. John Ikenberry,m,International Law,Other,m,48,Other,Canada 2017,International,275
rank_control,Robert O. Keohane,m,Global Civil Society,Associate Professor,f,NA,Constructivism,Canada 2017,International,101
rank_control,Kenneth Waltz,m,International/Global Security,Assistant Professor,m,NA,Liberalism,Canada 2017,International,64
rank_control,Giorgio Agamben,m,International/Global Security,Assistant Professor,f,41,Constructivism,Canada 2017,International,414
rank_control,John G. Ruggie,m,International Relations Theory,Full Professor,m,69,Constructivism,Canada 2017,International,195
rank_control,Joel S. Migdal,m,International/Global Environmental Politics,Full Professor,m,50,Other,Canada 2017,International,74
rank_control,V. Spike Peterson,f,Other,Emeritus,f,NA,Other,Canada 2017,International,577
rank_control,Samuel P. Huntington,m,Human Rights,Other,m,NA,Non-paradigmatic,Canada 2017,International,180
rank_control,Alexander Wendt,m,International/Global Political Economy,Associate Professor,f,NA,Constructivism,Canada 2017,International,130
rank_control,Andrew Hurrell,m,Comparative Foreign Policy,NA,m,44,Other,Italy 2017,International,339
rank_control,Jeffrey Huysmans,m,International Relations Theory,NA,f,36,Constructivism,Italy 2017,International,327
rank_control,Francis Fukuyama,m,International Relations of a particular region/country,Full Professor,f,63,Realism,Japan 2017,International,129
rank_control,Joseph S. Nye Jr.,m,Other (write your answer below),NA,m,NA,Other,Poland 2017,International,107
rank_control,Jeffrey W. Taliaferro,m,International/Global Security,Assistant Professor,m,43,Realism,Turkey 2017,International,486
rank_control,John J. Mearsheimer,m,Other,Assistant Professor,m,NA,Other,Turkey 2017,International,254
rank_control,Alexander Wendt,m,Other,Assistant Professor,f,NA,Constructivism,Turkey 2017,International,363
rank_control,Peter J. Katzenstein,m,International/Global Political Economy,Assistant Professor,m,NA,Constructivism,Turkey 2017,International,84
rank_control,Emanuel Adler,m,International Organization(s),Assistant Professor,NA,39,Constructivism,Turkey 2017,International,324
rank_control,Robert Putnam,m,Comparative Foreign Policy,Full Professor,NA,45,Liberalism,Turkey 2017,International,191
rank_control,Robert Putnam,m,Comparative Foreign Policy,Full Professor,NA,45,Liberalism,Turkey 2017,International,191
rank_control,Cynthia Enloe,f,International Relations of a particular region/country,Full Professor,f,44,Constructivism,Turkey 2017,International,105
rank_control,Amitav Acharya,m,Other,Assistant Professor,f,37,Constructivism,Turkey 2017,International,225
rank_control,Peter J. Katzenstein,m,NA,Associate Professor,f,42,Constructivism,Turkey 2017,International,551
rank_control,G. John Ikenberry,m,International/Global Political Economy,Full Professor,NA,60,Liberalism,Turkey 2017,International,418
rank_control,Ole Wæver,m,Other,Associate Professor,f,42,Non-paradigmatic,Turkey 2017,International,549
rank_control,J. Ann Tickner,f,International/Global Security,Assistant Professor,f,NA,Other,Turkey 2017,International,411
rank_control,Alexander Wendt,m,Human Rights,Assistant Professor,f,NA,Constructivism,Turkey 2017,International,374
