treatment,standardized,gender,Country,Subfield,Rank,Ethnicity,resp_gender,age,paradigm,sample,ResponseId
rank_control,Margaret E. Keck,f,US,Development Studies,Assistant Professor,1,f,NA,Constructivism,US,396
rank_control,Virginia Page Fortna,f,US,International/Global Security,Assistant Professor,1,f,NA,Non-paradigmatic,US,694
rank_control,Cynthia Weber,f,non-US,International Relations Theory,Full Professor,1,m,59,Other,US,110
rank_control,Stephen M. Walt,m,US,International/Global Security,Associate Professor,0,m,46,Liberalism,US,288
rank_control,Robert Thomson,m,non-US,International/Global Security,Full Professor,0,m,69,Liberalism,US,95
rank_control,Susan Strange,f,NA,International/Global Security,Full Professor,1,m,NA,Other,US,733
rank_control,Dina Antje Zinnes,f,US,Other,Full Professor,1,m,NA,Non-paradigmatic,US,609
rank_control,Martha Finnemore,f,US,International Relations Theory,Assistant Professor,1,m,40,Constructivism,US,369
rank_control,Kenneth Waltz,m,US,International Relations Theory,Full Professor,1,m,57,Liberalism,US,704
rank_control,Martha Crenshaw,f,US,International/Global Security,Associate Professor,1,m,NA,Other,US,107
rank_control,Stephen D. Krasner,m,US,International Relations Theory,Full Professor,1,m,54,Constructivism,US,571
rank_control,Patrick T. Jackson,m,US,International Relations Theory,Associate Professor,1,m,NA,Constructivism,US,577
rank_control,Barry R. Posen,m,US,International/Global Security,Assistant Professor,1,m,NA,Realism,US,56
rank_control,Oran Young,m,US,International Organization(s),Associate Professor,0,f,56,Liberalism,US,757
rank_control,Robert Putnam,m,US,U.S. Foreign Policy,Assistant Professor,1,m,NA,Liberalism,US,425
rank_control,Frederick Ikle,m,NA,Other,Emeritus,1,m,85,Constructivism,US,435
rank_control,Martha Finnemore,f,US,International/Global Security,Associate Professor,1,m,NA,Non-paradigmatic,US,249
rank_control,Kenneth Waltz,m,US,International/Global Security,Associate Professor,1,m,49,Non-paradigmatic,US,688
rank_control,Stephen D. Krasner,m,US,International/Global Environmental Politics,Associate Professor,1,m,NA,Other,US,650
rank_control,Francis Fukuyama,m,US,International/Global Security,Associate Professor,1,m,NA,Realism,US,692
rank_control,Martha Finnemore,f,US,International/Global Political Economy,Assistant Professor,1,f,40,Constructivism,US,189
rank_control,John Ishiyama,m,US,International/Global Health,Associate Professor,1,f,NA,Constructivism,US,500
rank_control,George F. Kennan,m,NA,Other,Full Professor,1,m,NA,Constructivism,US,289
rank_control,Martha Finnemore,f,US,International/Global Security,Associate Professor,1,f,38,Non-paradigmatic,US,62
rank_control,James Fearon,m,US,International/Global Security,Full Professor,1,m,54,Liberalism,US,543
rank_control,David A. Lake,m,US,International/Global Political Economy,Assistant Professor,1,f,NA,Liberalism,US,593
rank_control,Beth A. Simmons,f,US,Other,Assistant Professor,1,f,NA,Non-paradigmatic,US,481
rank_control,J. Tyson Chatagnier,m,NA,International/Global Security,Assistant Professor,1,m,NA,Non-paradigmatic,US,64
rank_control,Robert O. Keohane,m,US,Other,Emeritus,1,m,70,Other,US,317
rank_control,Kenneth Waltz,m,US,International/Global Political Economy,Full Professor,1,m,63,Other,US,237
rank_control,Benjamin A. Valentino,m,US,Human Rights,Assistant Professor,1,m,NA,Realism,US,245
rank_control,Alexander Wendt,m,US,International/Global Political Economy,Associate Professor,1,m,NA,Other,US,734
rank_control,Robert Jervis,m,US,U.S. Foreign Policy,Full Professor,0,m,75,Non-paradigmatic,US,312
rank_control,Stephen M. Walt,m,US,International Relations of a particular region/country,Associate Professor,1,m,64,Realism,US,195
rank_control,A.F.K. Organski,m,US,International/Global Security,Assistant Professor,1,m,NA,Realism,US,223
rank_control,Joseph S. Nye Jr.,m,US,International/Global Political Economy,Assistant Professor,1,m,NA,Liberalism,US,754
rank_control,Erik Voeten,m,US,International Organization(s),Associate Professor,1,m,NA,Non-paradigmatic,US,354
rank_control,Robert Jervis,m,US,International/Global History,Full Professor,0,m,NA,Constructivism,US,180
rank_control,Henry J. Farrell,m,US,European Studies/European Integration,Associate Professor,1,m,38,Other,US,353
rank_control,Robert Jervis,m,US,International Relations Theory,Associate Professor,1,f,59,Liberalism,US,251
rank_control,Robert Jervis,m,US,International/Global Security,Assistant Professor,1,m,NA,Non-paradigmatic,US,585
rank_control,Iain Johnston-White,m,NA,International Law,Full Professor,1,f,55,Non-paradigmatic,US,656
rank_control,Robert O. Keohane,m,US,International Organization(s),Associate Professor,1,f,51,Constructivism,US,367
rank_control,James Fearon,m,US,International/Global Political Economy,Full Professor,1,m,NA,Non-paradigmatic,US,547
rank_control,Martha Finnemore,f,US,U.S. Foreign Policy,Assistant Professor,1,f,NA,Constructivism,US,661
rank_control,Antonio Gramsci,m,NA,I am not an IR scholar,Assistant Professor,1,f,NA,Other,US,648
rank_control,Alexander Wendt,m,US,European Studies/European Integration,Other,1,m,NA,Non-paradigmatic,US,740
rank_control,R. B. J. Walker,m,non-US,International Relations Theory,Other,1,m,38,Other,US,349
rank_control,Lisa L. Martin,f,US,International/Global Political Economy,Assistant Professor,1,m,NA,Liberalism,US,161
rank_control,Cynthia Weber,f,non-US,European Studies/European Integration,Full Professor,1,f,51,Constructivism,US,348
rank_control,Beth A. Simmons,f,US,International/Global Security,Full Professor,1,m,NA,Non-paradigmatic,US,775
rank_control,John J. Mearsheimer,m,US,U.S. Foreign Policy,Emeritus,1,m,NA,Realism,US,437
rank_control,Daniel Kahneman,m,NA,U.S. Foreign Policy,Associate Professor,1,m,NA,Non-paradigmatic,US,750
rank_control,Erica Chenoweth,f,US,International Relations of a particular region/country,Assistant Professor,1,f,NA,Non-paradigmatic,US,474
rank_control,Joseph S. Nye Jr.,m,US,U.S. Foreign Policy,Assistant Professor,1,m,37,Liberalism,US,216
rank_control,Beth A. Simmons,f,US,International/Global Security,Assistant Professor,0,m,NA,Non-paradigmatic,US,555
rank_control,Martha Finnemore,f,US,International/Global Ethics,Associate Professor,1,m,40,Other,US,565
rank_control,Robert Jervis,m,US,International/Global Security,Assistant Professor,0,f,NA,Non-paradigmatic,US,712
rank_control,Duncan Snidal,m,US,International/Global Political Economy,Assistant Professor,1,m,NA,Non-paradigmatic,US,390
rank_control,Michael J. Hiscox,m,US,International/Global Political Economy,Associate Professor,0,m,47,Liberalism,US,480
rank_control,Peter J. Katzenstein,m,US,European Studies/European Integration,Assistant Professor,1,f,NA,Non-paradigmatic,US,61
rank_control,James Fearon,m,US,Other,Assistant Professor,0,m,NA,Realism,US,124
rank_control,Francis Fukuyama,m,US,International/Global Security,Assistant Professor,1,m,NA,Realism,US,222
rank_control,Robert O. Keohane,m,US,International/Global Security,Full Professor,0,f,NA,Constructivism,US,255
rank_control,J. Samuel Barkin,m,US,Other,Associate Professor,1,m,NA,Realism,US,58
rank_control,James Fearon,m,US,Human Rights,Assistant Professor,1,m,NA,Constructivism,US,731
rank_control,Robert O. Keohane,m,US,International Organization(s),Associate Professor,1,m,44,Non-paradigmatic,US,98
rank_control,Daniel H. Nexon,m,US,European Studies/European Integration,Assistant Professor,1,f,NA,Non-paradigmatic,US,469
rank_control,Thomas J. Christensen,m,US,Comparative Foreign Policy,Full Professor,1,m,64,Non-paradigmatic,US,709
rank_control,Stephen M. Walt,m,US,International/Global Security,Other,1,m,70,Realism,US,83
rank_control,James Fearon,m,US,International Relations Theory,Full Professor,1,m,70,Other,US,274
rank_control,Helen V. Milner,f,US,Development Studies,Associate Professor,1,m,NA,Non-paradigmatic,US,711
rank_control,Alexander Wendt,m,US,International/Global Security,Associate Professor,1,m,NA,Realism,US,261
rank_control,Jeremy Weinstein,m,US,International Relations of a particular region/country,Associate Professor,1,f,NA,Non-paradigmatic,US,368
rank_control,John J. Mearsheimer,m,US,International/Global Political Economy,Assistant Professor,1,m,NA,Other,US,139
rank_control,G. John Ikenberry,m,US,International/Global Political Economy,Emeritus,1,m,68,Realism,US,450
rank_control,Philip Andrew Schrodt,m,US,Other,Full Professor,1,m,NA,Non-paradigmatic,US,508
rank_control,Susan D. Hyde,f,US,International Organization(s),Assistant Professor,1,f,NA,Non-paradigmatic,US,478
rank_control,Randall L. Schweller,m,US,International/Global Security,Associate Professor,1,m,47,Realism,US,627
rank_control,Martha Finnemore,f,US,International Relations Theory,Assistant Professor,1,m,NA,Constructivism,US,37
rank_control,Peter J. Katzenstein,m,US,Comparative Foreign Policy,Associate Professor,1,m,37,NA,US,198
rank_control,James Fearon,m,US,International/Global Security,Associate Professor,1,m,42,Constructivism,US,498
rank_control,Kenneth Waltz,m,US,U.S. Foreign Policy,Other,1,m,NA,Realism,US,645
rank_control,Alexander Wendt,m,US,European Studies/European Integration,Other,1,m,NA,Non-paradigmatic,US,148
rank_control,George Quester,m,US,International/Global Ethics,Full Professor,1,m,NA,Realism,US,373
rank_control,William C. Wohlforth,m,US,Other,Full Professor,1,f,NA,Non-paradigmatic,US,315
rank_control,James Fearon,m,US,International/Global Security,Assistant Professor,1,m,NA,Non-paradigmatic,US,80
rank_control,James Fearon,m,US,U.S. Foreign Policy,Full Professor,1,m,NA,Liberalism,US,634
rank_control,Beth A. Simmons,f,US,International Law,Full Professor,1,f,51,Constructivism,US,205
rank_control,Joseph S. Nye Jr.,m,US,U.S. Foreign Policy,Full Professor,1,m,61,Realism,US,742
rank_control,Alexander Wendt,m,US,Human Rights,Associate Professor,1,f,NA,Constructivism,US,231
rank_control,John J. Mearsheimer,m,US,U.S. Foreign Policy,Full Professor,1,m,NA,Non-paradigmatic,US,403
rank_control,Joseph S. Nye Jr.,m,US,International Relations of a particular region/country,Full Professor,0,m,NA,Constructivism,US,745
rank_control,John J. Mearsheimer,m,US,U.S. Foreign Policy,Associate Professor,1,m,58,Constructivism,US,554
rank_control,Larry Bartels,m,NA,International/Global Security,Assistant Professor,1,m,NA,Constructivism,US,163
rank_control,Anne-Marie Slaughter,f,US,International Organization(s),Emeritus,1,f,NA,Non-paradigmatic,US,385
rank_control,Kathryn A. Sikkink,f,US,International/Global Security,Assistant Professor,1,m,NA,Realism,US,331
rank_control,Edward Said,m,NA,Other,Other,1,m,NA,Other,US,444
rank_control,Francis Fukuyama,m,US,U.S. Foreign Policy,Associate Professor,1,m,NA,Realism,US,592
rank_control,David Brown,m,NA,Development Studies,Associate Professor,1,m,61,Non-paradigmatic,US,13
rank_control,Robert O. Keohane,m,US,International/Global Security,Full Professor,1,m,NA,Non-paradigmatic,US,350
rank_control,Alexander Wendt,m,US,International/Global Environmental Politics,Full Professor,1,m,NA,Constructivism,US,459
rank_control,Bruce Bueno de Mesquita,m,US,International/Global Security,Associate Professor,1,f,NA,Other,US,57
rank_control,Jeffry Alan Frieden,m,US,International/Global Political Economy,Assistant Professor,1,m,NA,Liberalism,US,238
rank_control,Robert Jackson,m,NA,International/Global Political Economy,Other,1,m,43,Constructivism,US,232
rank_control,Robert O. Keohane,m,US,Human Rights,Assistant Professor,0,f,NA,Constructivism,US,294
rank_control,Eduardo Galeano,m,NA,International/Global Political Economy,Assistant Professor,1,m,NA,Other,US,764
rank_control,Cathy C. Cohen,f,NA,Human Rights,Associate Professor,0,f,63,Other,US,583
rank_control,David Andrew Singer,m,US,International/Global Security,Assistant Professor,1,m,NA,Non-paradigmatic,US,639
rank_control,G. John Ikenberry,m,US,International/Global Security,Full Professor,1,f,NA,Constructivism,US,228
rank_control,Alexander Wendt,m,US,International Organization(s),Assistant Professor,1,f,NA,Constructivism,US,87
rank_control,Beth A. Simmons,f,US,International/Global Political Economy,Full Professor,1,m,44,Liberalism,US,283
rank_control,Samuel P. Huntington,m,US,International Relations of a particular region/country,Assistant Professor,1,f,NA,Realism,US,651
rank_control,Joseph S. Nye Jr.,m,US,International/Global Security,Full Professor,1,m,NA,Realism,US,68
rank_control,John J. Mearsheimer,m,US,U.S. Foreign Policy,Associate Professor,1,m,NA,Liberalism,US,568
rank_control,David A. Lake,m,US,International/Global Security,Full Professor,1,m,NA,Constructivism,US,314
rank_control,Amitai Etzioni,m,NA,International/Global Political Economy,Other,0,m,NA,Realism,US,344
rank_control,Beth A. Simmons,f,US,International/Global Political Economy,Assistant Professor,1,m,NA,Non-paradigmatic,US,135
rank_control,Alexander Wendt,m,US,Comparative Foreign Policy,Associate Professor,1,m,NA,Other,US,678
rank_control,David Shambaugh,m,US,International Law,Full Professor,1,m,NA,Non-paradigmatic,US,594
rank_control,James N. Rosenau,m,US,International Organization(s),Full Professor,1,m,71,Constructivism,US,149
rank_control,James Fearon,m,US,International/Global Security,Associate Professor,1,m,NA,Non-paradigmatic,US,523
rank_control,Samuel P. Huntington,m,US,Comparative Foreign Policy,Associate Professor,1,m,NA,Realism,US,588
rank_control,Stephen M. Walt,m,US,U.S. Foreign Policy,Assistant Professor,1,m,NA,Constructivism,US,114
rank_control,Robert O. Keohane,m,US,International/Global Environmental Politics,Assistant Professor,1,m,NA,Non-paradigmatic,US,217
rank_control,Beth A. Simmons,f,US,International/Global Political Economy,Full Professor,1,f,45,Non-paradigmatic,US,683
rank_control,Karl W. Deutsch,m,NA,International Relations Theory,Emeritus,1,m,NA,Constructivism,US,362
rank_control,John J. Mearsheimer,m,US,Comparative Foreign Policy,Full Professor,1,m,NA,Liberalism,US,304
rank_control,Michael N. Barnett,m,US,Global Civil Society,Associate Professor,1,f,38,Non-paradigmatic,US,621
rank_control,James Fearon,m,US,Other,Full Professor,1,m,NA,Non-paradigmatic,US,664
rank_control,Stephen M. Walt,m,US,International/Global Political Economy,Assistant Professor,1,f,NA,Liberalism,US,643
rank_control,Alexander Wendt,m,US,Comparative Foreign Policy,Assistant Professor,1,f,NA,Liberalism,US,466
rank_control,John J. Mearsheimer,m,US,International/Global Security,Associate Professor,1,m,55,Realism,US,184
rank_control,Scott D. Sagan,m,US,International/Global Security,Assistant Professor,1,m,NA,Non-paradigmatic,US,295
rank_control,Erik Gartzke,m,US,International/Global Security,Assistant Professor,1,m,NA,Liberalism,US,378
rank_control,Jack L. Snyder,m,US,International/Global Security,Associate Professor,1,f,43,Constructivism,US,48
rank_control,Kenneth Waltz,m,US,International/Global Political Economy,Associate Professor,1,m,NA,Liberalism,US,716
rank_control,Pierre Englebert,m,US,Other,Full Professor,1,m,NA,Constructivism,US,305
rank_control,Jonathan Mercer,m,US,International/Global Security,Assistant Professor,1,m,NA,Constructivism,US,214
rank_control,Robert O. Keohane,m,US,International Relations Theory,Associate Professor,1,m,55,Constructivism,US,690
rank_control,David Andrew Singer,m,US,International/Global Security,Associate Professor,0,m,NA,Liberalism,US,379
rank_control,Henry Kissinger,m,NA,U.S. Foreign Policy,Other,1,m,NA,Realism,US,260
rank_control,Oran Young,m,US,International/Global Environmental Politics,Other,1,f,NA,Constructivism,US,557
rank_control,Alexander Wendt,m,US,International/Global Security,Assistant Professor,0,m,38,Non-paradigmatic,US,402
rank_control,Joseph S. Nye Jr.,m,US,International/Global Security,Associate Professor,1,m,NA,Other,US,267
rank_control,Martha Finnemore,f,US,Development Studies,Assistant Professor,1,f,NA,Constructivism,US,84
rank_control,John M. Owen IV,m,US,International/Global Security,Full Professor,1,m,47,Liberalism,US,2
rank_control,Robert O. Keohane,m,US,International/Global Political Economy,Associate Professor,1,m,NA,Liberalism,US,622
rank_control,Joseph S. Nye Jr.,m,US,International/Global Security,Assistant Professor,1,f,NA,Non-paradigmatic,US,691
